Date, Time, Temp, Humidity, Pressure
2023-02-05, 15:34:14, 16.90 °C, 69.54% RH, 1031.29 hPa
2023-02-05, 15:34:24, 16.90 °C, 69.64% RH, 1031.29 hPa
2023-02-05, 15:34:34, 16.90 °C, 69.64% RH, 1031.29 hPa
2023-02-05, 15:34:45, 16.91 °C, 69.74% RH, 1031.29 hPa
2023-02-05, 15:34:55, 16.90 °C, 69.74% RH, 1031.29 hPa
2023-02-05, 15:35:05, 16.91 °C, 69.74% RH, 1031.28 hPa
2023-02-05, 15:35:15, 16.91 °C, 69.87% RH, 1031.28 hPa
2023-02-05, 15:35:25, 16.93 °C, 69.96% RH, 1031.28 hPa
2023-02-05, 15:35:35, 16.94 °C, 69.96% RH, 1031.28 hPa
2023-02-05, 15:35:45, 16.94 °C, 69.96% RH, 1031.28 hPa
2023-02-05, 15:35:55, 16.94 °C, 69.96% RH, 1031.27 hPa
2023-02-05, 15:36:05, 16.95 °C, 69.96% RH, 1031.28 hPa
2023-02-05, 15:36:15, 16.94 °C, 69.96% RH, 1031.27 hPa
2023-02-05, 15:36:25, 16.95 °C, 70.06% RH, 1031.28 hPa
2023-02-05, 15:36:35, 16.94 °C, 70.06% RH, 1031.28 hPa
2023-02-05, 15:36:45, 16.95 °C, 70.06% RH, 1031.28 hPa
2023-02-05, 15:36:55, 16.95 °C, 70.06% RH, 1031.28 hPa
2023-02-05, 15:37:05, 16.96 °C, 70.15% RH, 1031.29 hPa
2023-02-05, 15:37:15, 16.97 °C, 70.15% RH, 1031.28 hPa
2023-02-05, 15:37:25, 16.97 °C, 70.15% RH, 1031.28 hPa
2023-02-05, 15:37:35, 16.97 °C, 70.25% RH, 1031.27 hPa
2023-02-05, 15:37:46, 16.97 °C, 70.25% RH, 1031.27 hPa
2023-02-05, 15:37:56, 16.97 °C, 70.25% RH, 1031.27 hPa
2023-02-05, 15:38:06, 16.97 °C, 70.15% RH, 1031.27 hPa
2023-02-05, 15:38:16, 16.98 °C, 70.15% RH, 1031.25 hPa
2023-02-05, 15:38:26, 16.98 °C, 70.15% RH, 1031.25 hPa
2023-02-05, 15:38:36, 16.99 °C, 70.25% RH, 1031.25 hPa
2023-02-05, 15:38:46, 16.99 °C, 70.25% RH, 1031.25 hPa
2023-02-05, 15:38:56, 16.99 °C, 70.25% RH, 1031.24 hPa
2023-02-05, 15:39:06, 17.00 °C, 70.35% RH, 1031.24 hPa
2023-02-05, 15:39:16, 17.00 °C, 70.35% RH, 1031.23 hPa
2023-02-05, 15:39:26, 17.01 °C, 70.35% RH, 1031.24 hPa
2023-02-05, 15:39:36, 17.01 °C, 70.35% RH, 1031.24 hPa
2023-02-05, 15:39:46, 17.01 °C, 70.35% RH, 1031.24 hPa
2023-02-05, 15:39:56, 17.00 °C, 70.35% RH, 1031.23 hPa
2023-02-05, 15:40:06, 17.02 °C, 70.35% RH, 1031.23 hPa
2023-02-05, 15:40:16, 17.00 °C, 70.35% RH, 1031.22 hPa
2023-02-05, 15:40:26, 17.01 °C, 70.35% RH, 1031.22 hPa
2023-02-05, 15:40:37, 17.01 °C, 70.35% RH, 1031.22 hPa
2023-02-05, 15:40:47, 17.01 °C, 70.35% RH, 1031.23 hPa
2023-02-05, 15:40:57, 17.02 °C, 70.44% RH, 1031.23 hPa
2023-02-05, 15:41:07, 17.02 °C, 70.44% RH, 1031.24 hPa
2023-02-05, 15:41:17, 17.03 °C, 70.44% RH, 1031.23 hPa
2023-02-05, 15:41:27, 17.03 °C, 70.44% RH, 1031.23 hPa
2023-02-05, 15:41:37, 17.02 °C, 70.44% RH, 1031.22 hPa
2023-02-05, 15:41:47, 17.03 °C, 70.44% RH, 1031.22 hPa
2023-02-05, 15:41:57, 17.03 °C, 70.44% RH, 1031.22 hPa
2023-02-05, 15:42:07, 17.04 °C, 70.44% RH, 1031.21 hPa
2023-02-05, 15:42:17, 17.05 °C, 70.44% RH, 1031.22 hPa
2023-02-05, 15:42:27, 17.04 °C, 70.44% RH, 1031.22 hPa
2023-02-05, 15:42:37, 17.04 °C, 70.54% RH, 1031.22 hPa
2023-02-05, 15:42:47, 17.05 °C, 70.54% RH, 1031.22 hPa
2023-02-05, 15:42:57, 17.05 °C, 70.64% RH, 1031.22 hPa
2023-02-05, 15:43:07, 17.06 °C, 70.64% RH, 1031.22 hPa
2023-02-05, 15:43:17, 17.05 °C, 70.64% RH, 1031.23 hPa
2023-02-05, 15:43:27, 17.06 °C, 70.64% RH, 1031.24 hPa
2023-02-05, 15:43:38, 17.05 °C, 70.73% RH, 1031.23 hPa
2023-02-05, 15:43:48, 17.06 °C, 70.73% RH, 1031.23 hPa
2023-02-05, 15:43:58, 17.06 °C, 70.73% RH, 1031.23 hPa
2023-02-05, 15:44:08, 17.06 °C, 70.73% RH, 1031.23 hPa
2023-02-05, 15:44:18, 17.07 °C, 70.73% RH, 1031.22 hPa
2023-02-05, 15:44:28, 17.08 °C, 70.73% RH, 1031.21 hPa
2023-02-05, 15:44:38, 17.07 °C, 70.73% RH, 1031.21 hPa
2023-02-05, 15:44:48, 17.06 °C, 70.83% RH, 1031.21 hPa
2023-02-05, 15:44:58, 17.07 °C, 70.83% RH, 1031.21 hPa
2023-02-05, 15:45:08, 17.06 °C, 70.73% RH, 1031.21 hPa
2023-02-05, 15:45:18, 17.07 °C, 70.73% RH, 1031.20 hPa
2023-02-05, 15:45:28, 17.06 °C, 70.73% RH, 1031.19 hPa
2023-02-05, 15:45:38, 17.08 °C, 70.83% RH, 1031.19 hPa
2023-02-05, 15:45:48, 17.09 °C, 70.83% RH, 1031.19 hPa
2023-02-05, 15:45:58, 17.09 °C, 70.92% RH, 1031.20 hPa
2023-02-05, 15:46:08, 17.09 °C, 70.92% RH, 1031.19 hPa
2023-02-05, 15:46:18, 17.09 °C, 70.92% RH, 1031.19 hPa
2023-02-05, 15:46:28, 17.11 °C, 70.92% RH, 1031.19 hPa
2023-02-05, 15:46:39, 17.10 °C, 70.92% RH, 1031.19 hPa
2023-02-05, 15:46:49, 17.11 °C, 70.92% RH, 1031.18 hPa
2023-02-05, 15:46:59, 17.11 °C, 70.92% RH, 1031.18 hPa
2023-02-05, 15:47:09, 17.11 °C, 70.92% RH, 1031.17 hPa
2023-02-05, 15:47:19, 17.11 °C, 70.92% RH, 1031.17 hPa
2023-02-05, 15:47:29, 17.10 °C, 70.92% RH, 1031.17 hPa
2023-02-05, 15:47:39, 17.10 °C, 71.02% RH, 1031.16 hPa
2023-02-05, 15:47:49, 17.11 °C, 71.02% RH, 1031.16 hPa
2023-02-05, 15:47:59, 17.12 °C, 71.02% RH, 1031.15 hPa
2023-02-05, 15:48:09, 17.12 °C, 71.02% RH, 1031.16 hPa
2023-02-05, 15:48:19, 17.12 °C, 71.02% RH, 1031.16 hPa
2023-02-05, 15:48:29, 17.12 °C, 71.02% RH, 1031.15 hPa
2023-02-05, 15:48:39, 17.12 °C, 71.11% RH, 1031.15 hPa
2023-02-05, 15:48:49, 17.12 °C, 71.11% RH, 1031.14 hPa
2023-02-05, 15:48:59, 17.12 °C, 71.11% RH, 1031.14 hPa
2023-02-05, 15:49:09, 17.12 °C, 71.02% RH, 1031.14 hPa
2023-02-05, 15:49:19, 17.13 °C, 71.02% RH, 1031.14 hPa
2023-02-05, 15:49:29, 17.12 °C, 71.02% RH, 1031.14 hPa
2023-02-05, 15:49:40, 17.11 °C, 71.11% RH, 1031.14 hPa
2023-02-05, 15:49:50, 17.11 °C, 71.11% RH, 1031.13 hPa
2023-02-05, 15:50:00, 17.12 °C, 71.11% RH, 1031.13 hPa
2023-02-05, 15:50:10, 17.12 °C, 71.11% RH, 1031.12 hPa
2023-02-05, 15:50:20, 17.11 °C, 71.11% RH, 1031.11 hPa
2023-02-05, 15:50:30, 17.09 °C, 71.11% RH, 1031.11 hPa
2023-02-05, 15:50:40, 17.07 °C, 71.11% RH, 1031.11 hPa
2023-02-05, 15:50:50, 17.08 °C, 71.21% RH, 1031.09 hPa
2023-02-05, 15:51:00, 17.06 °C, 71.21% RH, 1031.10 hPa
2023-02-05, 15:51:10, 17.06 °C, 71.21% RH, 1031.09 hPa
2023-02-05, 15:51:20, 17.03 °C, 71.21% RH, 1031.10 hPa
2023-02-05, 15:51:30, 17.02 °C, 71.31% RH, 1031.10 hPa
2023-02-05, 15:51:40, 16.98 °C, 71.40% RH, 1031.10 hPa
2023-02-05, 15:51:50, 16.96 °C, 71.40% RH, 1031.08 hPa
2023-02-05, 15:52:00, 16.94 °C, 71.40% RH, 1031.08 hPa
2023-02-05, 15:52:10, 16.92 °C, 71.40% RH, 1031.07 hPa
2023-02-05, 15:52:20, 16.89 °C, 71.40% RH, 1031.07 hPa
2023-02-05, 15:52:30, 16.88 °C, 71.37% RH, 1031.07 hPa
2023-02-05, 15:52:41, 16.86 °C, 71.37% RH, 1031.08 hPa
2023-02-05, 15:52:51, 16.86 °C, 71.27% RH, 1031.08 hPa
2023-02-05, 15:53:01, 16.84 °C, 71.27% RH, 1031.06 hPa
2023-02-05, 15:53:11, 16.83 °C, 71.27% RH, 1031.07 hPa
2023-02-05, 15:53:21, 16.80 °C, 71.27% RH, 1031.07 hPa
2023-02-05, 15:53:31, 16.79 °C, 71.27% RH, 1031.08 hPa
2023-02-05, 15:53:41, 16.79 °C, 71.27% RH, 1031.08 hPa
2023-02-05, 15:53:51, 16.78 °C, 71.27% RH, 1031.07 hPa
2023-02-05, 15:54:01, 16.76 °C, 71.37% RH, 1031.08 hPa
2023-02-05, 15:54:11, 16.75 °C, 71.37% RH, 1031.09 hPa
2023-02-05, 15:54:21, 16.74 °C, 71.37% RH, 1031.10 hPa
2023-02-05, 15:54:31, 16.73 °C, 71.37% RH, 1031.09 hPa
2023-02-05, 15:54:41, 16.72 °C, 71.37% RH, 1031.08 hPa
2023-02-05, 15:54:51, 16.71 °C, 71.37% RH, 1031.09 hPa
2023-02-05, 15:55:01, 16.70 °C, 71.37% RH, 1031.10 hPa
2023-02-05, 15:55:11, 16.69 °C, 71.37% RH, 1031.09 hPa
2023-02-05, 15:55:21, 16.68 °C, 71.27% RH, 1031.10 hPa
2023-02-05, 15:55:31, 16.66 °C, 71.17% RH, 1031.09 hPa
2023-02-05, 15:55:42, 16.67 °C, 71.17% RH, 1031.09 hPa
2023-02-05, 15:55:52, 16.66 °C, 71.17% RH, 1031.10 hPa
2023-02-05, 15:56:02, 16.66 °C, 71.17% RH, 1031.10 hPa
2023-02-05, 15:56:12, 16.65 °C, 71.08% RH, 1031.11 hPa
2023-02-05, 15:56:22, 16.64 °C, 71.08% RH, 1031.10 hPa
2023-02-05, 15:56:32, 16.63 °C, 71.08% RH, 1031.10 hPa
2023-02-05, 15:56:42, 16.62 °C, 71.08% RH, 1031.10 hPa
2023-02-05, 15:56:52, 16.65 °C, 70.98% RH, 1031.08 hPa
2023-02-05, 15:57:02, 16.64 °C, 70.79% RH, 1031.08 hPa
2023-02-05, 15:57:12, 16.65 °C, 70.60% RH, 1031.08 hPa
2023-02-05, 15:57:22, 16.66 °C, 70.60% RH, 1031.08 hPa
2023-02-05, 15:57:32, 16.68 °C, 70.50% RH, 1031.08 hPa
2023-02-05, 15:57:42, 16.69 °C, 70.41% RH, 1031.08 hPa
2023-02-05, 15:57:52, 16.69 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 15:58:02, 16.70 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 15:58:12, 16.70 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 15:58:22, 16.70 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 15:58:32, 16.70 °C, 70.31% RH, 1031.07 hPa
2023-02-05, 15:58:43, 16.71 °C, 70.31% RH, 1031.07 hPa
2023-02-05, 15:58:53, 16.71 °C, 70.31% RH, 1031.07 hPa
2023-02-05, 15:59:03, 16.72 °C, 70.31% RH, 1031.05 hPa
2023-02-05, 15:59:13, 16.73 °C, 70.31% RH, 1031.05 hPa
2023-02-05, 15:59:23, 16.74 °C, 70.31% RH, 1031.07 hPa
2023-02-05, 15:59:33, 16.77 °C, 70.31% RH, 1031.06 hPa
2023-02-05, 15:59:43, 16.78 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 15:59:53, 16.78 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 16:00:03, 16.79 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 16:00:13, 16.79 °C, 70.41% RH, 1031.07 hPa
2023-02-05, 16:00:23, 16.81 °C, 70.50% RH, 1031.06 hPa
2023-02-05, 16:00:33, 16.81 °C, 70.50% RH, 1031.07 hPa
2023-02-05, 16:00:43, 16.82 °C, 70.50% RH, 1031.07 hPa
2023-02-05, 16:00:53, 16.82 °C, 70.50% RH, 1031.07 hPa
2023-02-05, 16:01:03, 16.83 °C, 70.50% RH, 1031.08 hPa
2023-02-05, 16:01:13, 16.85 °C, 70.50% RH, 1031.08 hPa
2023-02-05, 16:01:23, 16.85 °C, 70.50% RH, 1031.08 hPa
2023-02-05, 16:01:33, 16.88 °C, 70.50% RH, 1031.08 hPa
2023-02-05, 16:01:44, 16.89 °C, 70.60% RH, 1031.07 hPa
2023-02-05, 16:01:54, 16.88 °C, 70.60% RH, 1031.07 hPa
2023-02-05, 16:02:04, 16.89 °C, 70.60% RH, 1031.07 hPa
2023-02-05, 16:02:14, 16.90 °C, 70.60% RH, 1031.07 hPa
2023-02-05, 16:02:24, 16.90 °C, 70.64% RH, 1031.07 hPa
2023-02-05, 16:02:34, 16.91 °C, 70.64% RH, 1031.08 hPa
2023-02-05, 16:02:44, 16.91 °C, 70.64% RH, 1031.08 hPa
2023-02-05, 16:02:54, 16.93 °C, 70.64% RH, 1031.08 hPa
2023-02-05, 16:03:04, 16.92 °C, 70.64% RH, 1031.10 hPa
2023-02-05, 16:03:14, 16.94 °C, 70.73% RH, 1031.11 hPa
2023-02-05, 16:03:24, 16.94 °C, 70.64% RH, 1031.11 hPa
2023-02-05, 16:03:34, 16.95 °C, 70.64% RH, 1031.12 hPa
2023-02-05, 16:03:44, 16.96 °C, 70.64% RH, 1031.13 hPa
2023-02-05, 16:03:54, 16.96 °C, 70.64% RH, 1031.13 hPa
2023-02-05, 16:04:04, 16.96 °C, 70.73% RH, 1031.13 hPa
2023-02-05, 16:04:14, 16.97 °C, 70.73% RH, 1031.14 hPa
2023-02-05, 16:04:24, 16.98 °C, 70.73% RH, 1031.15 hPa
2023-02-05, 16:04:34, 16.97 °C, 70.73% RH, 1031.15 hPa
2023-02-05, 16:04:45, 16.97 °C, 70.73% RH, 1031.16 hPa
2023-02-05, 16:04:55, 16.97 °C, 70.73% RH, 1031.16 hPa
2023-02-05, 16:05:05, 16.96 °C, 70.73% RH, 1031.16 hPa
2023-02-05, 16:05:15, 16.96 °C, 70.73% RH, 1031.16 hPa
